鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
3,0,3,20,4,24,66,4,2,2,1,1,1,71000
8,0,6,20,4,32,54,4,2,2,1,1,0,62000
9,0,2,15,4,18,84,3,3,3,1,1,1,59000
10,0,3,5,1,38,36,3,2,2,1,0,1,29000
9,0,18,20,4,11,42,1,1,1,1,1,1,74000
8,0,1,40,0,15,144,1,0,1,0,1,0,410000
9,0,11,15,4,16,18,1,1,1,1,1,1,41000
7,0,5,5,1,39,42,3,2,1,1,0,1,32000
7,0,13,15,4,14,66,3,1,2,1,1,1,80000
7,0,8,15,4,19,102,4,2,2,1,1,1,68000
4,0,7,15,4,14,30,2,2,1,1,1,1,44000
1,0,12,20,0,31,48,5,0,1,0,1,0,80000
11,0,14,15,4,12,24,2,1,1,1,1,1,35000
1,0,5,10,2,12,30,2,1,1,1,1,1,41000
11,0,8,15,4,9,30,2,1,1,1,1,1,47000
1,0,10,15,3,38,12,1,1,1,1,1,1,14000
1,0,3,5,1,48,42,3,2,2,1,0,0,29000
1,0,9,10,2,8,42,3,2,2,1,1,1,41000
4,0,4,10,0,38,18,1,1,1,1,1,0,17000
1,0,9,15,4,18,48,3,2,2,1,1,1,35000
11,0,1,5,1,48,12,1,0,1,1,0,0,8000
11,0,1,5,1,48,24,3,0,1,0,0,0,20000
11,0,2,5,1,48,30,3,1,1,1,0,0,17000
0,0,7,10,2,39,42,3,2,2,1,1,0,41000
7,0,6,10,2,10,60,5,2,3,1,1,1,32000
7,0,3,25,4,3,54,2,1,2,1,1,1,83000
0,0,3,5,1,39,36,2,2,1,1,0,1,32000
0,0,6,10,2,18,48,3,2,2,1,1,1,65000
0,0,7,10,2,42,30,3,2,2,1,1,1,29000
7,0,7,15,4,3,48,3,2,2,1,0,1,35000
9,0,7,20,4,14,48,2,2,1,1,1,1,50000
8,0,7,15,4,16,66,2,2,2,1,1,1,56000
9,0,1,5,1,47,24,2,2,1,1,0,1,20000
8,0,8,15,0,29,138,1,0,1,0,0,1,182000
9,0,5,20,4,14,30,2,1,1,1,1,1,65000
9,0,15,25,4,26,54,4,2,2,1,1,1,107000
8,0,4,15,4,11,12,1,0,3,0,0,1,26000
8,0,4,20,4,18,42,3,2,1,1,1,1,35000
3,0,6,10,0,27,36,3,0,1,0,1,0,32000
3,0,8,15,3,12,12,1,0,1,1,1,0,20000
3,0,9,15,3,12,12,1,1,1,1,1,1,23000
5,0,2,10,2,7,84,4,2,3,1,1,1,101000
3,0,8,10,2,12,60,3,2,2,1,1,1,65000
3,0,12,15,4,13,60,3,2,2,1,1,1,122000
3,0,5,20,4,4,54,3,2,2,1,1,1,71000
3,0,1,5,1,15,30,3,0,2,0,0,0,80000
3,0,4,10,2,6,30,2,1,1,1,1,1,50000
3,0,1,10,2,6,12,1,1,1,1,1,1,38000
3,0,2,10,2,31,12,1,0,1,1,0,1,14000
3,0,10,15,4,15,30,3,1,2,1,1,1,50000
5,0,2,5,1,25,24,1,0,1,1,1,1,20000
3,0,8,10,2,20,60,3,2,2,1,1,1,74000
5,0,9,15,0,21,30,3,0,3,0,1,0,32000
3,0,4,15,4,12,72,4,2,2,1,0,1,77000
3,0,5,15,0,37,30,2,1,1,1,1,0,53000
5,0,4,10,2,27,30,2,1,1,1,0,1,32000
3,0,8,15,4,9,24,2,1,1,1,1,1,38000
4,0,3,10,2,35,36,3,2,2,1,0,1,44000
2,0,5,10,2,32,54,4,2,2,1,1,1,47000
2,0,6,10,2,36,36,2,2,2,1,1,1,50000
2,0,12,15,4,7,36,2,2,1,1,0,1,86000
2,0,2,5,1,46,36,4,2,2,1,0,1,44000
2,0,12,15,4,38,36,3,0,1,0,1,0,62000
2,0,12,20,4,35,42,3,2,2,1,1,0,35000
8,0,10,15,4,37,42,1,1,1,1,1,1,56000
3,0,2,15,3,20,18,1,1,1,1,1,1,14000
3,0,1,10,2,42,42,4,2,1,1,0,0,65000
5,0,4,5,1,16,60,3,2,2,1,0,1,56000
3,0,5,15,0,28,138,3,0,4,0,1,1,188000
3,0,8,15,0,41,60,5,0,3,1,1,1,95000
3,0,2,10,2,38,18,3,0,4,0,1,1,35000
3,0,6,10,2,38,18,3,0,1,0,1,1,35000
3,0,12,15,4,9,24,1,2,1,1,1,1,47000
3,0,7,15,4,5,54,4,2,2,1,1,1,62000
9,0,1,5,1,15,30,2,2,1,1,0,0,65000
9,0,23,50,0,2,918,3,0,1,0,1,0,3359000
9,0,3,5,1,15,30,3,2,1,1,0,1,17000
8,0,1,5,1,55,24,1,1,1,1,0,0,29000
9,0,4,10,2,41,48,5,1,1,1,1,0,71000
10,0,3,15,4,10,84,3,2,2,1,1,1,56000
9,0,6,15,4,22,54,3,2,2,1,1,1,71000
8,0,2,5,1,15,30,5,1,1,1,0,0,26000
0,0,3,5,1,37,36,3,2,2,1,0,0,35000
7,0,2,10,3,26,24,1,1,1,1,1,1,26000
7,0,9,15,4,7,60,2,2,2,1,1,1,62000
7,0,6,10,2,22,54,3,2,2,1,1,0,38000
1,0,1,15,0,6,42,2,0,2,0,0,0,62000
1,0,11,20,4,11,30,2,1,1,1,1,1,65000
11,0,4,10,2,39,12,1,0,1,1,0,1,11000
4,0,6,20,4,11,12,3,0,4,0,1,1,20000
4,0,16,20,4,22,60,3,2,2,1,1,1,50000
5,0,5,15,4,16,48,2,2,2,1,1,0,38000
3,0,1,10,0,34,18,3,0,2,0,1,0,38000
3,0,6,15,3,10,18,1,0,1,1,1,0,26000
5,0,3,5,1,38,24,2,1,1,1,0,1,23000
3,0,6,15,4,50,48,4,2,2,1,0,1,47000
5,0,4,15,4,9,72,3,2,2,1,1,1,80000
3,0,4,10,2,43,60,4,0,1,0,0,0,50000
3,0,9,15,3,12,24,1,1,1,1,1,1,32000
3,0,3,15,3,14,18,1,1,1,1,1,1,32000
5,0,2,10,2,6,30,3,1,1,1,1,1,32000
5,0,5,5,1,35,24,2,2,1,1,0,1,20000
4,0,9,15,4,35,42,4,2,2,1,1,1,44000
1,0,1,5,1,33,36,4,0,2,0,0,0,38000
1,0,3,10,2,9,24,1,1,1,1,1,1,44000
7,0,5,15,4,3,60,4,2,2,1,1,1,26000
10,0,5,10,2,26,30,3,1,2,1,1,1,20000
9,0,6,15,4,13,102,4,2,3,1,1,0,170000
2,0,6,15,4,12,48,2,0,2,0,0,0,65000
2,0,2,15,4,11,72,4,2,2,1,0,1,107000
6,0,2,10,2,6,42,2,2,1,1,1,1,26000
9,0,10,15,0,29,84,5,1,2,1,1,0,77000
2,0,11,15,4,41,36,3,2,2,1,1,1,44000
2,0,1,10,1,14,66,3,2,2,1,0,1,86000
2,0,7,10,2,5,24,2,0,1,1,0,1,44000
2,0,4,10,2,5,18,1,0,1,0,0,1,32000
2,0,6,10,2,5,24,2,1,1,1,0,1,47000
9,0,10,15,4,18,156,4,2,3,1,1,1,242000
9,0,13,20,4,13,18,1,1,1,1,1,1,41000
8,0,2,5,1,15,36,3,2,2,1,0,1,35000
8,0,4,15,0,31,36,2,2,1,1,1,0,41000
8,0,8,15,4,34,48,3,2,2,1,1,1,47000
8,0,10,15,4,11,24,2,1,1,1,1,1,35000
9,0,4,15,4,35,18,2,1,1,1,0,1,29000
7,0,3,10,2,21,60,4,2,2,1,1,1,29000
0,0,7,10,2,18,42,3,2,1,1,1,1,35000
0,0,7,10,2,35,48,3,2,2,1,0,1,53000
0,0,8,15,4,40,54,3,2,2,1,1,1,65000
0,0,7,10,2,40,66,3,2,2,1,1,1,68000
0,0,9,15,4,10,78,4,2,2,1,1,1,68000
0,0,14,15,4,13,30,2,1,1,1,0,1,41000
11,0,12,25,4,23,24,2,2,1,1,0,1,20000
1,0,5,15,4,7,30,2,1,1,1,1,1,56000
11,0,5,10,3,28,12,1,1,1,1,0,1,11000
11,0,6,10,2,37,12,1,1,1,1,1,1,14000
11,0,6,10,2,37,12,5,0,3,0,1,1,8000
3,0,5,10,3,13,18,1,1,1,1,1,0,23000
3,0,5,15,3,16,12,1,0,1,1,1,0,26000
3,0,5,20,4,5,48,2,1,1,1,1,1,68000
3,0,7,15,4,12,24,1,1,1,1,1,1,38000
3,0,8,15,4,38,24,2,1,1,1,1,1,41000
3,0,5,10,2,10,36,2,2,1,1,1,1,53000
3,0,8,15,4,15,18,1,1,2,1,1,1,44000
5,0,5,15,0,12,30,1,1,1,1,1,1,35000
5,0,5,15,0,20,30,2,0,1,1,1,0,32000
5,0,8,15,0,21,24,3,0,1,1,1,0,20000
3,0,2,5,1,44,30,2,2,1,1,0,1,29000
3,0,9,15,4,12,24,2,2,1,1,1,1,41000
3,0,7,15,4,13,84,3,2,2,1,0,1,74000
3,0,11,15,4,13,84,3,2,2,1,0,1,77000
3,0,11,15,4,42,24,2,2,1,1,0,1,35000
3,0,5,15,4,13,66,3,2,2,1,1,1,95000
3,0,2,5,1,15,30,4,0,3,0,0,1,23000
3,0,6,10,2,34,36,2,0,2,1,0,0,35000
3,0,4,15,4,7,60,3,2,2,1,0,1,107000
3,0,6,15,4,10,84,3,2,3,1,1,0,101000
3,0,4,15,4,7,48,3,2,2,1,0,1,80000
3,0,-1,10,2,39,48,4,0,4,0,0,0,50000
4,0,4,5,1,46,48,3,2,1,1,0,1,41000
1,0,3,20,0,25,156,4,0,1,0,1,0,140000
11,0,3,10,2,37,36,3,2,2,1,1,1,26000
0,0,4,5,1,40,42,3,2,2,1,0,1,32000
0,0,2,10,2,38,48,3,2,2,1,1,1,44000
8,0,8,15,4,9,108,4,2,3,1,0,1,122000
9,0,1,5,1,51,24,3,2,1,1,0,0,20000
10,0,1,5,1,44,30,3,0,3,0,0,0,38000
9,0,5,5,1,15,36,3,2,2,1,0,1,26000
9,0,11,15,4,39,12,1,1,1,1,1,1,20000
4,0,6,15,4,31,48,3,1,1,1,0,0,53000
2,0,3,15,0,12,78,4,0,4,0,0,1,158000
2,0,4,25,4,4,114,3,2,3,1,1,1,185000
2,0,12,15,4,15,36,2,0,1,1,1,0,35000
2,0,4,15,4,33,30,3,2,1,1,1,0,35000
9,0,4,5,1,52,30,3,2,1,1,0,0,23000
9,0,6,15,0,37,30,4,0,4,0,1,0,29000
9,0,3,15,0,15,48,4,0,1,0,1,0,56000
9,0,21,25,0,25,36,4,0,1,0,1,0,56000
8,0,9,15,4,39,36,2,0,1,0,0,0,41000
8,0,9,15,0,42,36,3,0,1,0,1,0,47000
8,0,9,20,0,26,54,4,0,4,0,1,1,107000
8,0,5,20,0,28,144,4,2,2,1,1,1,251000
1,1,11,15,0,21,90,2,1,3,1,1,0,182000
1,0,5,10,0,28,36,3,1,1,1,1,1,29000
3,0,2,5,1,38,36,3,2,2,1,0,1,26000
3,0,4,15,4,50,48,4,2,2,1,1,1,38000
3,0,3,5,1,44,24,2,2,1,1,0,0,17000
5,1,3,10,2,8,42,3,2,2,1,1,1,35000
3,0,-1,10,2,43,78,4,1,1,1,1,0,62000
3,0,7,15,4,23,30,3,2,2,1,1,1,44000
3,0,10,15,4,38,24,2,1,1,1,1,0,23000
3,0,10,15,4,38,24,2,1,1,1,1,1,23000
3,0,7,20,0,6,282,3,0,2,0,1,0,746000
3,0,-1,10,2,48,84,5,0,4,0,1,0,101000
3,0,5,15,4,36,24,2,1,1,1,1,1,20000
3,0,6,10,2,11,60,3,2,2,1,1,1,77000
5,1,7,10,0,11,108,4,1,4,1,1,1,107000
4,0,1,5,1,50,30,3,2,1,1,0,0,47000
4,0,13,20,4,11,18,3,0,1,1,1,1,26000
0,0,4,5,1,32,48,5,2,2,1,0,0,32000
0,0,5,10,2,11,66,3,2,2,1,1,1,80000
0,0,2,10,2,22,72,4,2,2,1,0,1,68000
10,0,12,15,4,9,30,2,2,1,1,1,0,38000
8,0,3,5,1,15,36,3,2,2,1,0,1,38000
2,0,8,10,2,16,12,1,1,1,1,1,1,26000
2,0,1,5,2,25,42,3,3,2,1,0,1,74000
2,0,6,10,2,9,42,2,2,2,1,1,1,80000
4,0,3,5,1,15,18,1,1,1,1,0,1,20000
0,0,7,10,2,43,42,2,1,1,1,1,1,56000
0,0,4,10,2,36,48,3,1,2,1,1,1,80000
3,0,5,15,4,12,24,2,1,1,1,1,1,47000
3,0,4,10,2,3,36,2,1,1,1,1,1,80000
3,0,4,15,4,8,24,1,1,1,1,1,1,41000
3,0,1,10,0,42,24,3,0,1,0,1,0,35000
5,0,10,15,4,10,66,5,2,3,1,1,1,50000
3,0,15,20,4,11,24,1,1,1,1,1,1,50000
3,0,12,20,4,11,24,1,1,1,1,1,1,50000
3,0,3,5,1,15,30,2,2,1,1,0,1,26000
3,0,10,15,4,12,30,2,1,1,1,0,1,50000
3,0,3,15,4,4,24,2,2,1,1,1,1,62000
3,0,12,20,4,11,48,4,2,2,1,1,1,50000
3,0,13,15,4,12,60,4,2,2,1,1,1,62000
3,0,3,10,2,20,48,3,2,2,1,1,1,32000
5,0,10,15,4,7,78,3,2,2,1,1,1,71000
3,0,11,15,4,37,36,3,3,2,1,1,1,32000
3,0,5,15,0,41,48,4,0,1,0,1,1,71000
3,0,12,15,4,10,18,1,1,1,1,1,1,32000
7,0,8,10,2,13,42,2,1,1,1,1,0,29000
7,0,5,25,4,17,24,3,0,1,0,1,1,29000
7,0,1,10,2,3,24,5,0,4,0,1,0,35000
7,0,3,10,2,4,18,1,1,1,1,1,1,20000
1,0,12,15,0,26,120,2,0,1,0,1,0,152000
1,0,6,10,2,14,24,2,2,1,1,1,1,32000
1,0,10,15,4,12,54,3,2,2,1,1,1,92000
1,0,17,20,4,11,42,3,2,2,1,1,1,68000
9,0,3,15,0,18,48,2,0,1,0,1,0,71000
8,0,5,15,4,14,24,2,1,2,1,1,1,47000
8,0,1,5,1,48,30,2,0,2,0,0,0,65000
9,0,10,15,4,15,18,2,2,2,1,0,1,41000
8,0,2,5,1,15,24,3,0,3,0,0,0,32000
4,0,2,5,1,15,18,1,2,1,1,0,1,23000
2,0,6,10,2,12,30,3,2,1,1,0,1,53000
2,0,4,15,4,13,54,2,2,2,1,1,1,86000
2,0,14,15,4,33,54,4,2,2,1,1,1,59000
2,0,5,15,4,4,78,4,2,2,1,1,1,80000
2,0,4,10,2,38,36,3,2,2,1,0,1,41000
10,0,1,5,1,15,18,2,1,1,1,0,1,26000
6,0,4,10,2,4,30,2,1,1,1,1,1,32000
10,0,3,5,1,15,60,5,2,3,1,0,1,38000
8,0,13,15,4,41,30,3,2,2,1,1,1,44000
11,0,11,15,4,3,66,4,2,2,1,1,1,44000
7,0,3,20,0,8,30,5,0,2,0,1,1,35000
5,0,9,15,3,11,12,1,0,1,1,1,1,23000
5,0,8,15,4,9,60,5,2,3,1,1,1,53000
3,0,17,20,4,11,24,1,1,1,1,1,1,47000
3,0,5,10,2,16,12,5,0,1,0,1,1,17000
3,1,3,15,0,37,234,5,0,1,0,1,0,233000
8,0,2,15,4,40,42,3,1,1,1,1,0,35000
2,0,1,5,1,15,36,2,0,1,0,0,0,62000
2,0,5,15,4,15,18,1,1,1,1,1,1,26000
2,0,2,10,2,21,12,1,0,1,1,1,1,20000
2,0,4,10,2,49,12,2,1,1,1,1,1,14000
10,0,6,15,0,16,42,2,0,1,0,1,0,77000
8,0,4,5,3,53,6,1,0,1,1,0,1,17000
8,0,3,5,1,15,18,3,1,1,1,0,1,23000
9,0,5,15,3,39,12,3,0,1,0,1,1,17000
10,0,6,15,4,7,36,3,2,2,1,1,1,35000
10,0,4,15,4,10,30,2,2,1,1,1,1,32000
8,0,4,10,2,10,24,1,1,1,1,1,1,35000
8,0,11,20,3,11,18,1,1,1,1,1,1,29000
9,0,3,10,2,37,18,2,1,1,1,0,1,32000
9,0,3,15,3,14,18,1,1,1,1,1,1,32000
9,0,6,15,4,13,30,2,1,1,1,1,1,50000
9,0,10,15,4,15,24,2,0,4,0,0,0,44000
7,0,5,15,4,15,30,2,1,2,1,1,1,32000
0,0,6,10,2,36,54,3,2,2,1,0,1,53000
0,0,5,10,2,17,36,3,2,2,1,1,1,68000
7,0,6,15,4,4,42,3,2,2,1,1,1,71000
7,0,2,5,2,27,24,2,1,2,1,1,1,17000
1,0,7,20,4,11,36,3,1,2,1,1,1,68000
1,0,7,20,4,11,18,1,1,1,1,1,1,23000
3,0,3,15,4,12,48,3,2,2,1,1,0,65000
3,0,4,10,2,15,42,1,1,1,1,1,1,41000
3,0,8,15,4,21,24,2,1,1,1,1,0,26000
3,0,8,15,4,8,186,4,2,3,1,0,1,179000
3,0,10,20,4,9,72,3,2,2,1,1,1,71000
3,0,1,10,0,42,42,3,0,2,0,1,0,47000
3,0,14,15,4,8,54,3,2,2,1,1,1,68000
5,0,5,5,1,38,30,3,2,2,1,0,1,38000
3,0,11,15,4,19,42,3,2,2,1,0,1,47000
3,0,4,10,2,6,60,3,2,2,1,0,1,92000
5,0,11,20,4,10,36,3,2,2,1,1,1,50000
3,0,12,15,4,10,24,1,1,1,1,1,1,50000
3,0,5,15,4,10,24,1,1,1,1,1,1,41000
3,0,13,15,4,6,66,3,2,2,1,1,1,101000
5,0,7,15,4,9,60,5,2,3,1,1,1,53000
5,0,4,5,1,31,36,3,2,2,1,0,1,26000
3,0,6,15,4,9,36,2,1,1,1,1,1,56000
3,0,8,15,4,9,36,3,2,2,1,1,1,68000
3,0,7,15,4,7,24,2,1,1,1,1,1,47000
3,0,11,15,4,8,132,3,2,3,1,1,0,179000
3,0,6,10,2,22,36,2,2,2,1,1,1,47000
3,0,10,15,4,41,12,1,0,1,1,1,1,14000
3,0,9,10,2,12,60,4,2,2,1,1,1,77000
3,0,1,5,1,15,30,1,0,1,1,0,1,8000
5,0,11,15,4,9,60,3,2,3,1,1,1,83000
0,0,3,10,2,38,48,3,1,2,1,1,1,59000
7,0,4,5,2,26,12,1,1,1,1,1,1,14000
0,0,9,30,4,25,84,3,2,2,1,1,1,182000
0,0,2,15,0,5,168,4,0,3,0,0,0,158000
7,0,3,10,2,39,12,1,0,1,1,1,1,11000
10,0,1,15,4,9,48,3,2,2,1,1,0,41000
9,0,11,15,4,15,12,1,1,1,1,1,1,32000
8,0,5,15,0,18,282,1,1,2,1,1,1,557000
8,0,2,5,1,33,60,4,2,2,1,0,0,41000
9,0,6,10,2,33,42,3,2,2,1,1,1,32000
10,0,6,15,0,8,90,4,0,3,0,1,0,110000
6,0,4,10,0,17,150,1,1,2,1,1,1,179000
6,0,2,5,1,45,30,2,1,1,1,0,0,26000
2,0,5,15,3,43,18,1,0,1,1,1,1,26000
2,0,11,15,4,42,24,3,2,1,1,1,1,50000
2,0,10,25,4,4,90,3,2,3,1,1,1,170000
2,1,5,10,2,14,84,3,2,2,1,0,1,83000
2,0,9,15,4,33,36,3,2,2,1,1,1,32000
6,0,8,10,2,24,24,2,1,1,1,1,1,23000
6,0,4,15,3,25,18,1,0,1,1,1,1,14000
8,0,13,15,4,42,30,3,2,2,1,1,1,29000
10,0,1,5,1,15,18,4,1,1,1,0,0,53000
8,0,9,15,4,31,18,2,2,1,1,1,1,26000
7,0,2,10,2,25,24,2,2,1,1,1,1,20000
4,0,3,5,1,50,30,3,2,1,1,0,1,35000
3,0,8,10,2,16,12,1,1,1,1,1,1,17000
3,0,9,15,4,11,42,3,2,2,1,1,1,56000
3,0,7,15,0,36,36,3,0,3,0,1,0,56000
3,0,4,15,4,12,18,2,1,1,1,1,1,29000
5,0,9,15,4,13,18,4,0,4,0,1,1,20000
3,0,10,15,4,13,66,4,2,2,1,1,1,80000
3,0,2,10,2,6,54,3,2,2,1,0,1,92000
5,0,5,15,4,13,66,4,2,2,1,0,1,56000
3,0,4,5,2,16,12,1,0,2,0,1,1,17000
3,0,2,10,2,13,24,2,1,1,1,0,1,35000
3,0,7,10,2,15,60,3,2,2,1,1,1,62000
3,0,4,10,2,38,30,3,3,2,1,0,0,32000
0,0,1,5,1,53,18,2,1,1,1,0,1,38000
0,0,2,10,2,12,18,1,0,1,1,1,1,17000
8,0,6,15,4,35,42,3,2,2,1,0,1,59000
9,0,7,15,3,14,18,1,1,1,1,0,1,32000
9,0,22,30,4,13,90,3,2,2,1,1,1,140000
8,0,2,15,4,12,78,3,2,2,1,0,1,92000
9,0,7,20,0,29,120,3,0,1,0,1,0,101000
4,0,1,5,1,51,36,2,0,1,0,0,0,170000
4,0,11,15,4,13,48,4,2,2,1,0,1,47000
4,0,6,10,2,41,18,1,1,1,1,1,1,14000
2,0,4,5,1,15,24,3,2,1,1,0,1,23000
2,0,4,10,2,15,24,2,1,1,1,0,1,32000
2,0,4,10,3,5,24,1,1,1,1,0,1,35000
2,0,9,15,4,15,24,2,1,1,1,1,1,35000
2,0,5,15,4,11,30,1,1,1,1,1,1,50000
2,0,3,15,4,8,126,2,0,1,0,1,0,362000
6,0,2,5,1,15,24,3,2,1,1,0,1,20000
4,0,4,5,1,15,24,3,2,1,1,0,1,20000
4,0,17,20,4,9,66,3,2,2,1,1,1,77000
4,0,2,10,2,34,48,3,0,2,0,1,1,47000
10,0,1,5,1,15,30,1,1,1,1,0,0,47000
10,0,4,10,2,8,42,3,2,2,1,1,1,44000
9,0,3,5,1,15,24,2,2,1,1,0,0,17000
9,0,2,20,0,30,42,5,0,4,0,1,0,62000
8,0,7,15,3,14,12,1,1,1,1,1,1,29000
9,0,4,15,4,23,30,1,2,2,1,0,1,38000
10,0,5,15,4,11,54,3,2,2,1,1,1,50000
9,0,12,35,0,8,132,4,0,1,0,1,0,458000
0,0,4,10,2,18,36,3,1,2,1,0,1,32000
0,0,2,15,4,12,48,3,1,2,1,0,1,80000
0,0,3,15,4,16,42,3,1,2,1,1,1,80000
0,0,2,10,2,37,60,4,3,3,1,1,1,50000
1,0,12,20,4,11,18,1,1,1,1,1,1,32000
4,0,12,15,4,8,84,3,2,3,1,0,1,122000
11,0,14,15,4,7,48,3,1,2,1,1,1,53000
1,0,7,10,2,12,30,2,2,1,1,1,1,50000
1,0,14,20,4,11,24,2,2,1,1,1,1,62000
1,0,2,15,4,7,30,2,2,1,1,1,1,50000
3,0,12,15,4,9,42,2,1,1,1,1,1,74000
3,0,10,15,3,11,18,1,1,1,1,1,1,44000
3,0,18,20,4,10,18,1,1,1,1,1,1,35000
3,0,7,20,4,11,54,4,2,2,1,1,1,62000
5,0,6,10,2,13,30,2,2,1,1,0,1,38000
3,0,6,10,2,19,30,2,2,1,1,1,1,50000
3,0,10,10,2,11,36,1,2,2,1,1,1,41000
5,0,4,15,4,9,66,3,2,2,1,1,0,62000
5,0,5,5,0,5,204,3,0,1,0,1,0,179000
5,0,2,15,4,26,18,1,1,1,1,1,0,17000
3,0,10,10,0,15,66,3,0,3,1,1,0,68000
3,0,14,15,4,25,24,1,1,1,1,1,1,23000
3,1,7,10,2,13,24,2,1,1,1,1,1,29000
3,0,8,20,3,11,24,1,1,1,1,1,1,50000
3,0,9,20,4,11,48,2,1,2,1,1,1,62000
1,0,12,20,0,11,18,3,0,1,0,1,0,20000
4,0,9,10,0,39,12,1,0,1,0,1,1,14000
4,0,9,10,0,39,12,4,0,3,0,1,1,14000
1,0,2,15,4,9,48,3,0,4,0,1,0,50000
4,0,6,15,0,31,12,3,0,4,0,1,0,23000
1,0,12,20,0,11,24,2,0,3,0,1,0,44000
7,0,15,25,4,25,54,4,2,2,1,1,1,65000
9,0,3,5,1,15,18,1,1,1,1,0,1,20000
5,0,2,5,1,37,30,3,2,2,1,1,0,23000
6,0,3,5,1,15,36,3,2,1,1,0,1,20000
4,0,4,10,2,7,60,3,1,2,1,1,1,80000
2,0,6,10,2,18,24,1,1,1,1,1,1,20000
2,0,9,15,4,15,30,2,2,2,1,1,1,71000
2,0,5,15,0,36,54,1,2,1,1,1,0,50000
2,0,6,15,4,12,24,2,1,1,1,0,1,38000
2,1,5,10,2,5,60,3,2,2,1,0,0,71000
2,0,8,15,0,43,36,2,0,4,0,0,0,41000
4,0,3,15,4,31,42,4,2,2,1,1,1,35000
4,0,5,15,4,20,54,3,2,2,1,1,1,50000
4,0,7,10,2,15,66,4,2,3,1,0,1,59000
8,0,1,10,2,34,54,4,0,3,0,1,0,131000
9,0,13,20,4,23,24,4,2,1,1,1,1,29000
9,0,5,10,3,13,24,1,1,1,1,1,1,38000
8,0,8,20,0,21,102,3,0,3,0,1,0,152000
3,0,5,15,4,20,48,3,2,2,1,1,0,41000
3,0,8,10,2,23,12,3,0,1,0,0,1,14000
3,0,8,10,2,12,18,1,0,1,1,1,1,26000
3,0,13,15,4,14,18,3,1,1,1,1,1,32000
3,0,3,15,4,18,54,3,2,2,1,1,1,41000
3,0,11,20,4,34,42,3,2,2,1,1,1,50000
3,0,13,20,4,11,24,1,1,1,1,1,1,41000
3,0,16,20,4,11,24,1,1,1,1,1,1,56000
3,0,8,15,4,13,72,2,1,2,1,1,1,122000
3,0,7,20,0,10,12,5,0,2,0,1,0,26000
0,0,7,10,2,35,54,3,2,2,1,1,1,71000
0,0,5,15,4,10,66,3,2,2,1,1,1,89000
7,0,3,5,1,44,24,2,2,1,1,0,1,20000
10,0,6,10,2,13,42,2,2,1,1,1,1,26000
8,0,1,10,2,41,78,4,2,4,1,1,1,89000
9,0,8,20,4,14,30,1,1,1,1,1,1,38000
9,0,1,5,1,33,42,3,2,2,1,0,0,71000
8,0,7,15,0,38,66,4,0,1,1,1,1,107000
9,0,4,5,1,15,36,5,2,3,1,0,1,56000
2,0,5,10,2,34,42,2,2,2,1,1,1,65000
2,0,22,25,4,31,120,5,3,5,1,0,1,161000
2,0,6,10,2,9,24,2,1,1,1,0,1,47000
2,0,2,5,1,15,24,1,1,1,1,0,0,23000
2,0,4,20,4,9,180,3,2,3,1,1,1,242000
0,0,10,15,4,34,48,3,2,2,1,1,1,65000
1,0,9,15,4,12,60,4,2,2,1,1,1,50000
1,0,14,20,4,11,36,2,2,1,1,0,1,56000
7,0,7,10,2,39,12,3,0,3,0,0,1,11000
9,0,5,15,4,13,30,3,0,1,0,0,1,44000
8,0,4,5,1,42,36,3,2,2,1,0,0,32000
9,0,2,15,4,11,12,1,1,1,1,1,1,23000
8,0,4,10,2,46,36,3,2,2,1,0,1,32000
9,0,4,5,1,15,36,3,2,2,1,0,0,29000
8,0,11,20,4,31,12,3,0,3,0,1,1,14000
3,0,3,15,4,40,12,1,0,2,0,0,1,8000
3,0,11,15,4,9,60,2,2,1,1,1,1,107000
3,0,13,15,4,4,42,1,2,1,1,1,1,44000
5,0,4,10,2,18,24,2,2,1,1,0,1,26000
3,0,3,20,4,34,24,2,2,1,1,1,1,41000
3,0,8,10,2,14,30,1,2,1,1,1,1,38000
3,0,11,15,3,12,18,1,1,1,1,1,1,23000
3,0,7,15,4,12,18,1,1,1,1,1,1,23000
2,0,6,15,4,39,36,3,1,1,1,1,1,50000
2,0,2,5,1,51,36,3,2,1,1,0,1,38000
6,0,6,10,2,37,30,3,2,1,1,1,1,20000
6,0,5,5,1,35,42,4,2,2,1,0,1,23000
3,0,1,5,1,15,24,1,1,1,1,0,0,41000
2,0,6,15,0,35,72,4,3,3,1,1,0,92000
2,0,8,15,0,35,66,3,1,3,1,1,0,92000
0,0,5,20,4,33,54,4,2,2,1,1,1,74000
3,0,4,20,4,9,66,3,2,2,1,1,1,68000
6,0,2,10,0,19,60,3,2,2,1,0,1,65000
2,0,9,15,4,34,48,4,0,2,0,0,0,50000
2,0,6,15,4,20,72,4,2,2,1,1,1,68000
2,0,1,20,4,16,36,3,0,2,0,1,1,74000
2,0,3,10,2,5,18,1,0,3,0,0,1,32000
5,0,11,15,4,8,36,2,1,1,1,1,0,35000
3,0,9,10,0,53,30,2,0,1,0,0,0,29000
3,0,8,15,4,37,24,2,1,1,1,0,1,29000
3,0,5,10,2,44,18,1,1,1,1,1,1,17000
