鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
9,0,41,50,0,5,450,4,0,4,0,1,0,1682000
9,0,34,50,0,5,90,4,0,2,0,1,0,344000
9,0,4,10,2,21,30,2,2,1,1,1,1,35000
1,0,8,15,4,14,12,1,1,1,1,1,1,26000
4,0,1,5,1,15,24,2,1,1,1,0,1,38000
4,0,3,10,2,14,48,4,2,2,1,1,1,32000
2,0,3,5,1,49,30,3,2,2,1,0,0,26000
2,0,5,10,2,15,60,4,2,2,1,1,1,68000
2,0,6,10,2,47,66,1,1,1,1,0,0,62000
2,0,3,10,2,5,24,2,1,1,1,0,1,47000
2,0,5,10,3,11,12,1,1,1,1,0,1,23000
2,0,7,10,3,5,12,1,1,1,1,0,1,29000
2,0,3,5,1,15,30,3,1,1,1,0,1,29000
2,0,8,15,4,13,42,3,2,2,1,1,1,65000
2,0,11,15,4,41,24,1,2,1,1,1,1,32000
2,0,13,15,0,30,126,3,0,2,0,1,0,167000
2,0,10,15,4,12,36,2,2,2,1,1,1,47000
2,0,5,15,4,39,36,2,0,1,0,1,0,32000
6,0,1,5,1,39,36,2,2,2,1,0,1,26000
4,0,12,15,3,11,18,1,1,1,1,1,1,26000
8,0,8,15,0,40,36,1,1,1,1,1,1,50000
9,0,1,5,1,48,24,2,1,1,1,0,0,32000
9,0,16,25,0,23,42,2,1,1,1,1,1,56000
9,0,3,15,4,13,42,2,2,1,1,1,1,50000
9,0,4,15,4,20,12,4,0,1,0,1,1,23000
8,0,7,10,0,38,42,3,0,1,0,1,0,50000
8,0,17,20,4,18,42,1,2,1,1,1,1,35000
9,0,4,15,4,35,36,3,2,2,1,1,1,26000
8,0,1,5,1,15,30,4,2,1,1,0,0,47000
1,0,8,10,2,27,60,4,2,2,1,0,1,50000
1,0,8,15,4,14,12,1,1,1,1,1,1,26000
4,0,4,10,2,9,48,2,2,2,1,0,1,62000
0,0,24,30,4,25,60,3,2,2,1,1,1,116000
0,0,9,15,4,12,24,2,2,1,1,1,1,53000
3,0,4,15,4,4,24,2,1,1,1,0,1,68000
3,0,11,15,4,10,36,3,2,2,1,0,1,68000
3,0,4,15,4,4,30,2,2,1,1,0,1,68000
3,0,1,5,1,46,36,1,0,2,0,0,0,59000
3,0,13,15,4,17,30,2,2,1,1,1,1,59000
3,0,5,10,2,8,24,2,1,2,1,1,1,41000
3,0,2,15,4,8,60,3,2,2,1,0,1,113000
3,0,11,15,4,19,42,3,1,2,1,1,1,50000
5,0,12,15,0,4,30,2,1,1,1,1,0,32000
3,0,12,15,4,9,24,1,2,1,1,1,1,50000
3,0,13,15,4,19,24,3,1,1,1,1,1,35000
5,0,2,5,1,15,36,3,2,1,1,0,1,26000
3,0,3,20,4,5,72,3,2,2,1,1,1,104000
3,0,3,15,4,31,42,4,2,2,1,0,1,71000
3,0,6,10,2,20,12,1,1,1,1,0,1,17000
5,0,12,15,4,14,30,2,2,1,1,1,1,32000
7,0,14,20,4,7,54,3,2,2,1,1,1,74000
0,0,2,5,1,38,42,2,2,2,1,0,1,56000
7,0,14,15,4,12,30,2,1,1,1,1,1,47000
7,0,5,10,2,26,30,3,2,1,1,1,1,26000
1,0,16,20,4,11,24,2,2,1,1,1,1,47000
1,0,3,10,2,24,12,1,0,1,1,1,1,11000
4,0,9,15,4,13,18,1,1,1,1,1,1,35000
9,0,12,15,4,13,48,3,2,2,1,1,1,95000
8,0,6,20,4,11,18,1,2,1,1,1,1,26000
8,0,1,5,1,37,24,2,1,1,1,0,1,26000
9,0,19,20,4,11,24,1,1,1,1,1,1,29000
9,0,16,20,4,14,30,2,1,1,1,1,1,41000
4,0,1,15,4,35,36,3,0,3,0,0,0,23000
6,0,7,10,2,23,12,1,1,1,1,1,0,17000
6,0,11,15,4,23,30,2,2,1,1,1,1,29000
2,0,5,10,2,15,30,3,2,2,1,1,1,41000
2,0,2,5,1,40,36,3,2,2,1,0,1,38000
2,0,14,15,0,39,96,4,0,3,1,1,0,125000
6,0,3,5,1,15,30,3,2,2,1,0,1,20000
4,0,1,5,1,15,30,3,0,3,0,0,0,35000
4,0,2,5,1,15,30,3,0,4,0,0,0,44000
8,0,3,10,2,39,42,3,2,1,1,0,1,47000
10,0,1,5,1,15,42,1,0,2,0,0,1,44000
9,0,4,10,0,28,42,3,0,1,0,1,0,47000
9,0,8,15,4,30,60,2,2,2,1,1,1,101000
1,0,8,15,0,28,54,4,0,1,0,1,0,77000
5,0,1,5,1,39,30,3,2,1,1,0,1,32000
3,0,4,10,2,48,36,5,0,5,1,1,1,26000
3,0,2,15,4,5,30,3,0,2,0,0,0,35000
3,0,3,10,0,15,78,5,0,1,0,0,0,122000
3,0,1,5,1,15,30,3,0,3,0,0,0,47000
5,0,7,20,4,10,42,2,2,2,1,1,1,59000
3,0,7,15,4,11,30,3,2,1,1,1,1,41000
5,0,5,15,4,6,66,3,2,2,1,1,1,53000
2,0,1,10,2,15,36,3,0,2,0,0,0,101000
2,0,22,25,4,4,102,3,2,2,1,1,1,230000
2,0,3,15,4,11,18,1,1,1,1,1,1,26000
2,0,4,10,2,9,30,1,2,1,1,1,1,50000
2,0,6,10,2,15,42,2,2,2,1,0,1,56000
2,0,14,15,4,34,24,2,2,2,1,1,1,38000
2,0,4,10,2,11,60,3,2,2,1,1,1,65000
4,0,10,15,4,31,24,2,2,1,1,1,1,35000
4,0,5,15,4,20,12,1,0,1,1,1,1,20000
4,0,12,15,4,11,18,1,1,1,1,1,1,32000
3,0,2,5,1,15,30,3,0,2,0,0,0,26000
3,1,4,15,4,5,102,4,2,3,1,1,0,161000
3,0,3,15,0,39,42,2,0,4,0,1,0,32000
3,0,1,5,1,36,36,4,2,2,1,0,1,47000
3,0,4,15,4,4,18,1,1,1,1,1,1,29000
3,0,11,15,0,18,90,3,0,2,0,1,0,161000
3,0,2,15,0,49,126,4,0,3,0,1,0,212000
3,0,7,10,0,5,60,5,0,1,0,1,0,110000
3,0,9,10,2,10,36,2,2,1,1,1,1,65000
5,0,7,15,0,8,66,3,0,1,0,1,0,77000
1,0,4,15,4,37,24,1,1,1,1,1,1,17000
4,0,5,15,4,12,162,4,2,3,1,1,1,260000
11,0,2,10,2,47,18,3,0,4,1,1,0,41000
7,0,2,15,4,14,66,3,2,2,1,1,1,56000
0,0,3,5,2,28,36,3,2,2,1,1,1,38000
7,0,5,10,2,4,96,3,2,2,1,1,1,56000
0,0,4,5,1,40,42,4,2,2,1,0,1,38000
9,0,5,15,4,15,60,2,0,1,0,1,0,65000
9,0,14,25,0,23,18,3,0,2,0,0,0,32000
9,0,3,5,1,15,24,3,2,1,1,0,1,20000
10,0,12,15,4,7,30,2,1,1,1,1,1,41000
9,0,2,10,2,44,30,3,2,1,1,1,1,35000
8,0,15,15,4,12,42,3,2,2,1,1,1,62000
9,0,11,20,4,11,48,1,1,2,1,1,1,50000
9,0,10,10,0,28,36,4,0,3,0,1,1,62000
8,0,4,15,0,36,24,2,2,1,1,1,1,32000
8,0,5,15,0,41,24,3,1,1,1,1,1,29000
9,0,1,5,1,15,30,2,2,1,1,0,1,32000
9,0,4,15,0,13,66,3,0,3,0,0,0,83000
9,0,1,10,2,15,30,2,2,2,1,1,1,35000
9,0,1,5,1,15,30,2,2,1,1,0,1,32000
8,0,8,15,3,14,12,1,1,1,1,1,1,29000
9,0,12,20,4,13,24,1,1,1,1,0,1,47000
0,0,6,10,2,35,42,3,2,2,1,1,1,77000
0,0,5,10,2,22,54,3,2,2,1,1,1,68000
0,0,5,10,2,26,54,3,2,2,1,1,1,77000
0,0,7,15,4,11,66,4,2,2,1,1,1,50000
0,0,12,15,4,15,120,3,2,3,1,1,1,206000
0,0,10,15,4,12,48,2,2,2,1,0,1,53000
4,0,6,15,4,10,78,4,2,2,1,0,1,122000
3,0,9,15,3,39,12,1,1,1,1,1,1,11000
5,0,9,15,4,13,18,4,0,3,0,1,1,23000
3,0,8,15,0,46,54,3,0,3,0,1,0,74000
3,0,9,15,4,13,84,4,2,2,1,1,1,122000
5,0,8,25,4,13,78,4,2,2,1,1,1,92000
5,0,11,20,4,27,66,3,2,2,1,1,1,38000
5,0,7,10,2,36,30,3,2,1,1,0,0,32000
3,0,4,15,4,9,114,4,2,3,1,0,1,143000
5,0,5,5,1,40,36,3,2,1,1,0,1,20000
5,0,6,15,4,21,36,3,2,2,1,1,1,35000
3,0,2,15,0,48,132,4,0,3,0,0,0,317000
5,0,8,15,4,13,48,1,2,1,1,1,1,56000
4,0,3,5,1,15,36,3,2,2,1,0,1,38000
4,0,6,10,3,8,12,1,1,1,1,1,1,26000
3,0,5,10,0,48,36,3,0,1,0,1,0,41000
7,0,11,15,0,26,36,1,1,1,1,1,1,29000
2,0,3,10,2,15,18,2,1,1,1,1,1,26000
2,0,9,15,4,38,42,3,2,2,1,0,1,47000
2,0,10,15,4,15,36,2,2,1,1,1,1,41000
2,0,6,15,4,33,30,2,2,1,1,1,0,29000
2,0,11,15,4,18,42,2,1,1,1,0,1,38000
2,0,6,10,2,47,36,3,2,2,1,0,1,56000
2,0,9,15,3,10,12,1,1,1,1,0,1,23000
2,0,3,10,2,15,24,2,1,1,1,0,1,41000
2,0,1,10,2,15,42,4,0,1,0,1,0,134000
7,0,2,10,2,9,48,4,2,2,1,1,1,62000
2,0,10,20,4,39,42,4,2,2,1,0,1,50000
4,0,2,15,4,8,36,2,1,1,1,0,1,47000
3,0,11,15,3,11,18,1,1,1,1,1,1,32000
3,0,9,15,4,9,42,2,2,1,1,1,1,65000
3,0,16,20,4,11,24,1,1,1,1,1,1,50000
3,0,6,15,4,11,30,2,2,1,1,1,1,47000
3,0,14,15,4,15,18,1,1,1,1,0,1,29000
3,0,7,15,4,21,24,2,1,1,1,1,1,41000
3,0,9,15,0,15,30,3,0,2,0,1,0,38000
3,0,3,15,0,32,78,3,0,2,0,1,0,98000
3,0,3,5,3,15,6,1,1,1,1,0,1,11000
3,0,2,15,4,20,48,3,2,2,1,1,1,44000
11,0,16,30,4,8,24,1,2,1,1,1,1,50000
1,0,14,20,0,30,132,3,0,4,0,1,0,209000
1,0,8,15,4,9,18,3,1,1,1,0,1,26000
1,0,4,15,4,15,24,3,0,3,0,1,0,29000
1,0,13,20,4,11,30,2,1,1,1,1,1,53000
7,0,6,15,4,18,54,3,2,2,1,1,1,47000
9,0,11,35,0,8,132,3,0,3,0,1,0,497000
9,0,15,20,4,21,48,3,2,2,1,1,1,80000
9,0,8,15,3,11,18,1,1,1,1,0,1,26000
8,0,1,5,1,15,36,3,0,4,0,0,0,50000
9,0,1,15,0,15,18,3,0,3,0,1,0,65000
8,0,10,15,0,40,18,3,0,1,0,1,0,20000
9,0,7,20,4,14,84,3,2,2,1,1,1,116000
8,0,4,10,2,12,12,1,1,1,1,1,1,26000
8,0,3,10,2,33,48,4,2,2,1,0,0,38000
9,0,7,15,4,15,18,1,1,1,1,1,1,29000
8,0,3,10,2,35,42,3,2,2,1,1,1,59000
9,0,10,15,4,20,54,4,2,2,1,1,1,62000
7,0,10,25,4,3,54,2,2,2,1,1,1,77000
4,0,13,25,0,31,48,4,2,2,1,0,0,50000
3,0,10,15,3,12,36,1,1,1,1,1,1,56000
3,0,8,10,3,13,18,1,1,1,1,1,1,20000
3,0,5,15,3,12,30,1,1,1,1,1,1,32000
3,0,10,20,3,10,24,1,1,1,1,0,1,44000
3,0,1,10,2,36,54,4,0,1,0,0,0,62000
5,0,2,15,0,12,66,2,0,3,1,1,0,68000
3,0,5,15,3,17,30,1,1,1,1,1,1,26000
3,0,2,15,4,40,30,2,1,1,1,1,1,23000
3,0,5,15,4,21,12,1,0,1,1,1,1,20000
3,0,3,5,1,48,36,1,1,1,1,0,1,32000
9,0,11,15,4,21,36,2,2,2,1,0,1,62000
2,0,3,10,3,14,18,1,1,1,1,0,1,26000
3,0,5,15,4,9,30,2,1,1,1,1,1,50000
5,0,13,15,0,9,90,3,0,4,0,1,0,86000
1,0,1,5,1,15,30,1,0,3,0,0,0,80000
11,0,1,15,4,15,18,3,1,1,1,1,0,32000
0,0,14,15,4,12,120,4,2,3,1,1,0,260000
2,0,1,5,1,21,42,5,0,2,0,0,0,50000
4,0,4,5,1,52,84,2,0,1,0,0,1,50000
4,0,11,15,0,31,42,1,0,2,0,1,0,47000
4,0,3,10,2,5,24,2,1,1,1,1,1,32000
2,0,13,15,4,5,54,1,2,2,1,0,1,68000
2,0,12,15,0,47,42,3,0,4,0,1,0,68000
0,0,5,5,1,34,36,3,2,2,1,0,1,29000
0,0,12,15,4,8,144,4,2,4,1,1,0,239000
1,0,8,20,4,11,18,3,0,1,1,1,1,23000
11,0,1,10,2,35,36,3,0,3,0,0,1,35000
4,0,5,10,2,43,30,5,0,1,0,0,0,38000
1,0,10,20,4,11,12,1,1,1,1,1,1,29000
1,0,12,15,0,9,18,3,0,3,0,1,1,26000
11,0,5,5,2,24,24,1,1,1,1,1,1,14000
8,0,3,5,1,49,30,3,2,2,1,0,1,29000
3,0,6,15,0,17,144,2,0,4,0,1,0,173000
5,0,8,15,3,13,18,1,1,1,1,1,0,26000
5,0,2,15,4,26,18,2,0,2,1,1,0,17000
5,0,2,15,4,26,18,2,0,2,1,1,0,11000
5,0,2,10,2,21,36,3,2,2,1,1,0,32000
3,0,4,5,3,15,12,1,0,1,1,1,1,17000
3,0,2,10,2,21,30,3,2,2,1,1,0,38000
3,0,4,10,2,23,72,5,2,3,1,1,1,56000
3,0,2,15,4,10,60,1,1,1,1,1,0,71000
5,0,3,10,2,13,354,5,0,3,0,1,0,353000
3,0,6,15,4,19,24,1,1,1,1,1,1,44000
5,0,5,15,4,5,30,2,1,1,1,0,1,44000
3,0,4,15,4,39,24,2,1,1,1,0,1,32000
9,0,5,10,3,24,18,1,1,1,1,1,0,23000
8,0,8,15,4,25,24,2,1,1,1,1,1,26000
8,0,6,15,0,36,36,4,0,3,0,1,1,47000
8,0,1,5,1,15,42,3,0,4,0,0,0,155000
8,0,4,15,0,35,78,2,1,1,1,1,1,113000
1,0,6,15,3,14,12,1,1,1,1,1,0,23000
1,0,2,10,2,36,24,2,1,1,1,1,1,26000
4,0,2,20,0,32,96,4,1,1,1,1,0,176000
1,0,2,15,0,34,192,5,0,2,0,1,0,341000
1,0,2,15,4,9,60,4,2,2,1,0,1,68000
1,0,17,20,4,11,30,2,1,1,1,1,1,56000
1,0,2,15,4,8,36,3,2,1,1,1,1,38000
4,0,8,10,3,23,12,1,1,1,1,0,1,20000
1,0,11,20,4,11,18,1,1,1,1,0,1,32000
11,0,13,30,4,4,54,4,2,2,1,0,1,53000
0,0,11,15,3,39,12,1,1,1,1,1,1,11000
7,0,6,20,4,5,36,3,0,4,0,1,0,26000
0,0,6,10,2,16,78,3,2,2,1,1,1,110000
2,0,5,10,2,5,18,1,1,1,1,0,1,38000
4,0,5,15,4,15,48,3,1,1,1,1,0,47000
6,0,2,5,1,25,36,3,0,1,0,1,0,53000
2,0,4,5,1,15,24,3,2,2,1,0,1,32000
2,0,3,15,0,37,126,3,0,1,0,1,0,230000
2,0,10,10,3,33,18,1,1,1,1,1,0,20000
0,0,4,10,2,14,90,4,3,3,1,1,1,155000
8,0,7,20,0,35,72,1,0,2,0,1,0,131000
10,0,3,5,1,15,30,2,1,1,1,0,1,23000
9,0,3,25,4,16,96,3,2,2,1,1,1,140000
9,0,11,25,3,16,60,1,1,1,1,1,1,140000
9,0,18,20,3,13,18,1,1,1,1,1,1,44000
5,0,5,20,4,10,42,4,2,2,1,1,0,47000
3,0,8,15,0,31,42,3,0,1,0,1,0,62000
3,0,2,10,0,48,24,3,0,3,0,0,1,29000
5,0,20,25,3,23,18,1,1,1,1,1,0,20000
3,0,4,10,2,36,36,2,2,2,1,1,1,41000
5,0,10,15,4,4,30,2,1,1,1,0,1,47000
3,0,3,5,1,40,18,1,1,1,1,0,1,26000
3,0,5,15,3,48,12,1,1,1,1,0,1,14000
3,0,4,5,1,39,12,1,0,1,1,0,1,14000
3,0,4,5,3,15,12,1,0,1,1,1,1,17000
3,0,2,15,3,12,24,1,0,1,1,1,0,26000
3,0,3,10,2,30,30,2,1,1,1,1,0,29000
3,0,2,5,3,30,12,1,1,1,1,0,1,14000
3,0,10,15,4,20,48,3,2,2,1,1,1,38000
3,0,10,15,0,15,258,3,0,4,0,1,0,533000
9,0,4,15,4,24,150,3,2,3,1,1,1,122000
0,0,3,15,4,20,60,4,2,2,1,1,0,44000
7,0,14,15,4,18,54,4,2,2,1,1,0,44000
0,0,6,20,4,12,60,3,2,2,1,1,1,71000
0,0,6,10,2,8,30,2,2,1,1,1,1,41000
0,0,4,10,2,36,48,3,2,2,1,0,1,56000
1,0,11,15,4,7,42,3,2,2,1,1,1,71000
2,0,6,15,4,15,12,1,1,1,1,1,1,17000
2,0,4,15,4,24,12,1,0,4,0,1,1,17000
2,0,10,20,4,34,72,5,2,2,1,0,1,65000
1,0,10,15,0,30,42,1,0,2,0,1,0,32000
4,0,5,10,2,31,30,3,2,2,1,1,1,32000
4,0,10,15,3,11,18,1,1,1,1,1,1,20000
4,0,5,5,1,37,42,3,2,1,1,0,1,32000
2,0,10,15,0,15,30,1,2,1,1,1,1,38000
2,0,5,10,2,38,48,3,2,2,1,0,1,41000
11,0,4,5,1,49,24,2,1,1,1,0,0,17000
1,0,3,10,2,27,48,4,2,2,1,1,0,29000
4,0,4,10,3,15,12,1,1,1,1,0,1,17000
7,0,9,10,2,13,42,3,2,2,1,1,0,32000
7,0,11,15,4,4,78,5,2,3,1,1,0,59000
0,0,1,5,1,36,36,3,2,2,1,0,0,29000
0,0,5,15,4,16,60,4,2,2,1,1,0,50000
0,0,2,5,1,52,12,3,3,2,1,0,0,65000
8,0,9,20,0,26,48,3,0,3,0,1,0,98000
3,0,6,15,0,38,48,3,0,3,0,1,0,50000
3,0,13,15,3,19,30,1,1,1,1,1,1,41000
3,0,1,5,1,15,30,4,0,3,0,0,0,50000
3,0,5,5,2,26,18,2,1,1,1,0,1,26000
8,0,1,5,1,53,24,2,1,1,1,0,1,26000
8,0,6,15,0,15,84,3,0,3,0,1,0,86000
9,0,4,5,1,31,48,3,2,2,1,0,1,26000
0,0,6,15,4,12,108,5,2,3,1,1,0,2e+05
7,0,12,15,4,15,12,1,0,1,1,1,1,14000
4,0,1,10,2,40,36,1,1,1,1,0,1,152000
11,0,2,15,4,25,150,1,1,1,1,0,0,131000
11,0,6,10,0,42,24,2,2,1,1,1,1,23000
11,0,16,30,4,4,30,2,2,1,1,0,1,44000
9,0,9,15,4,13,30,3,2,2,1,0,1,56000
10,0,2,15,4,9,66,3,2,2,1,0,1,50000
9,0,5,15,4,13,42,3,2,2,1,0,1,47000
5,0,2,10,2,36,42,4,2,2,1,0,0,38000
3,0,3,10,0,5,84,3,0,4,0,1,0,146000
3,0,8,15,4,4,24,2,1,1,1,0,1,62000
5,0,12,15,4,12,36,2,2,1,1,1,1,32000
3,0,8,15,3,9,24,1,1,1,1,0,1,29000
5,0,7,15,4,16,30,2,2,1,1,0,1,50000
2,0,9,15,4,31,18,1,1,1,1,1,1,20000
2,0,3,15,0,12,24,2,1,1,1,1,0,41000
2,0,6,10,3,5,18,1,1,1,1,0,1,35000
2,0,2,10,4,10,24,2,1,1,1,0,1,38000
2,0,4,10,2,15,30,3,0,4,0,0,0,41000
6,0,3,5,1,15,18,2,1,1,1,0,1,23000
4,0,5,10,2,11,18,2,1,1,1,0,1,38000
6,0,12,20,4,13,36,2,2,1,1,0,1,44000
6,0,2,10,2,16,18,1,0,1,1,1,1,20000
2,0,3,20,4,34,36,1,2,2,1,1,1,41000
3,0,2,10,3,17,18,1,1,1,1,1,0,41000
3,0,5,20,4,11,84,4,2,2,1,1,1,125000
3,0,5,10,2,34,72,4,2,2,1,1,0,65000
9,0,1,25,0,23,36,3,0,1,0,1,0,68000
9,0,2,5,1,46,30,3,1,2,1,0,0,23000
9,0,3,10,2,41,48,3,1,1,1,1,0,71000
9,0,47,105,0,16,444,4,0,4,0,1,0,1475000
9,0,1,15,4,8,42,3,1,1,1,1,1,92000
9,0,2,15,4,12,12,1,1,1,1,1,1,20000
1,0,11,20,4,11,30,2,1,1,1,1,1,56000
1,0,3,15,4,5,30,1,1,1,1,1,1,68000
1,0,4,10,2,32,42,4,2,2,1,1,1,38000
7,0,7,10,2,2,78,4,2,2,1,1,0,56000
7,0,10,15,4,3,60,3,2,2,1,1,0,35000
7,0,4,20,4,7,54,2,1,2,1,1,1,92000
7,0,8,15,4,14,42,2,1,2,1,1,1,65000
11,0,4,15,4,13,12,1,1,1,1,1,0,17000
9,0,47,105,0,16,126,2,0,1,0,1,0,407000
8,0,3,5,2,25,42,4,2,2,1,0,1,35000
10,0,2,10,2,11,84,4,2,2,1,1,1,53000
3,0,3,15,4,12,24,2,1,1,1,1,1,41000
3,0,7,15,4,14,24,1,1,1,1,1,1,32000
3,0,13,15,4,15,12,2,1,1,1,1,1,26000
3,0,6,15,4,14,48,2,2,2,1,1,1,50000
3,0,13,20,4,10,18,1,1,1,1,1,1,38000
5,0,2,15,0,16,294,2,0,4,0,0,1,581000
3,0,15,20,4,24,24,2,2,1,1,1,1,35000
5,0,5,5,2,3,36,2,2,1,1,0,1,41000
2,0,5,10,3,11,12,1,1,1,1,1,1,26000
2,0,7,20,0,15,78,1,1,2,1,1,1,89000
2,0,3,5,1,15,36,3,2,2,1,0,1,38000
2,0,6,15,3,12,18,4,0,2,0,1,0,29000
2,0,10,15,0,32,24,1,1,1,1,1,0,38000
2,0,4,5,1,15,36,3,2,2,1,0,1,38000
4,0,12,15,4,15,12,1,1,2,1,1,1,26000
2,0,3,15,4,33,42,3,2,2,1,1,1,38000
3,0,10,20,3,10,18,1,1,1,1,1,1,32000
3,0,8,15,4,12,66,3,1,2,1,1,1,68000
3,0,10,15,0,15,24,3,0,1,0,0,0,23000
3,0,2,5,1,15,24,3,1,1,1,0,1,32000
8,0,11,15,4,15,30,3,2,2,1,1,1,53000
8,0,12,15,4,18,54,3,2,2,1,1,1,68000
9,0,8,15,0,33,42,5,0,4,0,0,0,35000
8,0,3,10,2,42,42,2,2,2,1,0,1,77000
4,0,1,5,1,15,36,2,1,1,1,0,0,41000
1,0,3,10,2,12,30,2,2,1,1,1,1,41000
1,0,2,15,4,7,30,2,2,1,1,1,1,50000
1,0,11,15,4,3,24,2,2,1,1,1,1,44000
1,0,9,20,4,11,30,2,1,1,1,1,1,53000
4,0,12,15,4,13,24,2,1,1,1,1,1,50000
4,0,9,15,4,35,42,3,2,2,1,0,1,47000
0,0,12,15,4,11,66,4,2,2,1,0,1,65000
7,0,5,10,2,2,78,4,2,2,1,1,0,59000
10,0,1,5,1,15,24,1,1,1,1,0,1,17000
10,0,5,15,4,7,78,4,2,2,1,1,1,50000
8,0,9,15,4,4,24,1,1,1,1,1,1,35000
9,0,3,15,4,30,30,1,1,1,1,1,1,32000
8,0,9,15,4,9,78,4,2,2,1,0,1,131000
9,0,4,5,1,15,30,3,2,1,1,0,1,26000
9,0,7,15,3,15,12,1,0,1,1,0,1,32000
9,0,4,15,4,23,30,1,2,2,1,0,1,38000
3,0,5,15,4,14,12,1,1,1,1,1,1,23000
3,0,10,15,4,4,24,1,1,1,1,1,1,47000
3,1,18,25,4,7,90,4,2,3,1,1,0,116000
3,0,5,15,4,10,12,3,0,3,0,1,1,29000
5,0,3,15,4,13,18,2,0,3,0,1,1,17000
5,0,3,15,4,13,12,1,1,1,1,1,1,20000
3,0,1,5,1,15,30,3,0,1,0,0,0,47000
3,0,2,5,1,48,18,1,0,1,1,0,1,23000
5,0,1,15,0,10,108,4,0,4,0,1,0,278000
5,0,5,15,4,5,96,4,2,2,1,1,1,125000
3,0,6,10,4,3,30,1,1,1,1,1,1,56000
3,0,12,20,4,10,18,1,1,1,1,1,1,41000
3,0,17,20,4,10,36,2,1,1,1,1,1,53000
2,0,4,15,3,3,12,1,0,1,1,0,1,32000
2,0,6,25,4,31,66,3,2,2,1,0,1,101000
2,0,2,10,2,13,12,4,2,2,1,0,1,17000
2,0,12,15,4,41,54,3,2,2,1,1,1,47000
6,0,2,10,2,36,24,2,2,1,1,0,1,20000
4,0,11,15,4,5,30,2,1,1,1,0,1,35000
4,0,9,15,4,2,42,3,2,2,1,0,1,56000
6,0,8,15,4,10,36,2,2,1,1,1,1,35000
4,0,2,10,2,10,36,2,2,2,1,1,1,62000
3,0,10,15,4,11,24,2,2,1,1,1,1,50000
3,0,12,15,4,14,30,1,2,1,1,1,1,50000
3,0,2,10,3,16,18,1,1,1,1,1,1,32000
9,0,13,20,4,11,36,1,2,1,1,1,1,71000
8,0,11,20,3,11,18,1,1,1,1,1,1,32000
0,0,3,10,2,11,72,5,2,2,1,1,1,92000
0,0,10,15,4,12,36,4,0,2,0,1,1,50000
7,0,14,15,4,15,72,4,2,2,1,1,1,74000
4,0,3,10,3,5,18,1,1,1,1,1,1,32000
1,0,15,20,4,11,18,1,1,1,1,1,1,26000
4,0,4,10,2,44,72,1,1,2,1,1,0,104000
1,0,7,15,4,9,30,3,1,1,1,0,1,41000
11,0,4,20,4,9,60,3,2,2,1,0,1,53000
11,0,6,15,4,21,42,2,2,2,1,1,1,32000
4,0,2,5,1,15,36,3,2,2,1,0,1,35000
0,1,5,10,2,36,60,4,2,2,1,1,1,56000
0,0,2,10,0,33,42,1,2,2,1,0,1,47000
9,0,5,5,1,15,30,3,2,2,1,0,1,23000
3,0,4,15,0,38,6,1,0,1,1,1,1,11000
3,0,7,15,4,26,54,3,2,1,1,1,1,56000
3,0,7,15,4,26,12,1,0,1,1,0,1,11000
5,0,5,5,2,26,18,4,2,1,1,0,1,17000
5,0,3,5,1,33,36,3,2,2,1,0,0,23000
5,0,1,5,1,35,30,3,2,1,1,0,1,35000
3,0,6,15,4,12,30,3,2,2,1,1,1,56000
6,0,2,5,1,15,36,3,2,2,1,0,1,26000
2,0,7,15,2,36,42,2,2,2,1,0,1,53000
2,0,1,10,0,16,42,3,0,1,1,1,0,71000
2,0,8,20,0,35,42,2,0,2,1,1,1,62000
2,0,5,10,2,37,48,2,1,1,1,1,0,56000
2,0,4,5,1,52,36,3,1,1,1,0,1,32000
2,0,4,10,2,5,60,3,2,2,1,0,1,65000
2,0,6,15,0,38,24,3,0,4,0,1,0,35000
2,0,10,25,0,31,270,2,0,3,0,1,1,509000
2,0,6,15,4,15,42,3,0,4,0,0,0,32000
2,0,2,10,0,15,48,3,1,2,1,1,1,59000
6,0,24,25,4,24,18,3,1,1,1,1,1,14000
4,0,11,15,4,15,12,1,1,1,1,1,1,29000
6,0,1,5,1,40,12,1,0,4,0,0,0,26000
4,0,10,15,4,30,42,3,2,2,1,1,1,35000
0,0,4,20,4,24,72,4,2,2,1,1,1,77000
5,0,12,15,0,14,114,3,0,4,0,1,1,164000
5,0,3,10,0,20,72,3,0,4,0,1,1,86000
3,0,3,10,2,12,42,3,2,2,1,1,0,47000
3,0,1,15,4,12,24,1,1,1,1,1,1,47000
5,0,1,10,2,7,36,3,2,2,1,0,0,47000
3,0,4,10,2,23,66,3,2,2,1,1,1,62000
3,0,13,15,4,18,72,3,2,2,1,1,1,86000
3,0,14,15,4,12,48,3,1,1,1,1,1,71000
3,0,4,10,4,3,36,2,1,2,1,1,1,83000
3,0,13,15,4,14,24,1,0,1,0,1,1,38000
3,0,2,10,4,3,24,1,1,1,1,1,1,50000
5,0,5,10,2,22,42,3,2,2,1,1,1,29000
5,0,4,15,4,37,36,3,2,2,1,0,1,35000
5,0,7,15,4,13,54,3,2,2,1,1,1,53000
3,0,13,15,0,37,36,1,1,2,1,1,1,65000
3,0,13,15,0,37,48,3,1,3,1,1,1,65000
